(,531
A,2852
B,1354
C,2272
D,1019
E,842
F,671
G,839
H,904
I,541
J,259
K,443
L,1071
M,1833
N,753
O,653
P,2108
Q,100
R,745
S,1817
T,1073
U,169
V,392
W,203
X,101
Y,112
Z,173
¨,26
À,1290
Á,1078
Â,663
Ã,1057
Ä,799
Å,58
Æ,269
Ç,499
È,251
É,6
Ê,2233
Ë,1037
Ì,1374
Í,363
Î,619
Ï,2035
Ð,488
Ñ,1706
Ò,1259
Ó,442
Ô,269
Õ,344
Ö,288
×,490
Ø,270
Ù,135
Ý,256
Þ,38
ß,214
